Systematic Name,Standard Name,protein_domain,Domain Description,Start Coordinate,End Coordinate,term_link,gene_link
YDR155C,CPR1,PF00160,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,7,157,<a href='https://pfam.xfam.org/family/PF00160' target='_blank'>PF00160</a>,<a href='https://www.yeastgenome.org/locus/YDR155C/protein' target='_blank'>YDR155C</a>
YDR156W,RPA14,PF08203,"Yeast RNA polymerase I subunit RPA14; RNA polymerase I, subunit Rpa14, fungi",18,102,<a href='https://pfam.xfam.org/family/PF08203' target='_blank'>PF08203</a>,<a href='https://www.yeastgenome.org/locus/YDR156W/protein' target='_blank'>YDR156W</a>
YDR158W,HOM2,PF01118,"Semialdehyde dehydrogenase, NAD binding domain; Semialdehyde dehydrogenase, NAD-binding",7,130,<a href='https://pfam.xfam.org/family/PF01118' target='_blank'>PF01118</a>,<a href='https://www.yeastgenome.org/locus/YDR158W/protein' target='_blank'>YDR158W</a>
YDR158W,HOM2,PF02774,"Semialdehyde dehydrogenase, dimerisation domain; Semialdehyde dehydrogenase, dimerisation domain",165,345,<a href='https://pfam.xfam.org/family/PF02774' target='_blank'>PF02774</a>,<a href='https://www.yeastgenome.org/locus/YDR158W/protein' target='_blank'>YDR158W</a>
YDR159W,SAC3,PF03399,SAC3/GANP family; SAC3/GANP/THP3,198,500,<a href='https://pfam.xfam.org/family/PF03399' target='_blank'>PF03399</a>,<a href='https://www.yeastgenome.org/locus/YDR159W/protein' target='_blank'>YDR159W</a>
YDR159W,SAC3,PF12209,Leucine permease transcriptional regulator helical domain; SAC3 helical domain,728,799,<a href='https://pfam.xfam.org/family/PF12209' target='_blank'>PF12209</a>,<a href='https://www.yeastgenome.org/locus/YDR159W/protein' target='_blank'>YDR159W</a>
YDR160W,SSY1,PF00324,Amino acid permease; Amino acid permease/ SLC12A domain,285,810,<a href='https://pfam.xfam.org/family/PF00324' target='_blank'>PF00324</a>,<a href='https://www.yeastgenome.org/locus/YDR160W/protein' target='_blank'>YDR160W</a>
YDR162C,NBP2,PF00018,SH3 domain; SH3 domain,116,162,<a href='https://pfam.xfam.org/family/PF00018' target='_blank'>PF00018</a>,<a href='https://www.yeastgenome.org/locus/YDR162C/protein' target='_blank'>YDR162C</a>
YDR163W,CWC15,PF04889,Cwf15/Cwc15 cell cycle control protein; Pre-mRNA-splicing factor  Cwf15/Cwc15,1,114,<a href='https://pfam.xfam.org/family/PF04889' target='_blank'>PF04889</a>,<a href='https://www.yeastgenome.org/locus/YDR163W/protein' target='_blank'>YDR163W</a>
YDR164C,SEC1,PF00995,Sec1 family; Sec1-like protein,26,635,<a href='https://pfam.xfam.org/family/PF00995' target='_blank'>PF00995</a>,<a href='https://www.yeastgenome.org/locus/YDR164C/protein' target='_blank'>YDR164C</a>
YDR166C,SEC5,PF15469,"Exocyst complex component Sec5; Exocyst complex component EXOC2/Sec5, N-terminal domain",146,360,<a href='https://pfam.xfam.org/family/PF15469' target='_blank'>PF15469</a>,<a href='https://www.yeastgenome.org/locus/YDR166C/protein' target='_blank'>YDR166C</a>
YDR167W,TAF10,PF03540,"Transcription initiation factor TFIID 23-30kDa subunit; Transcription initiation factor TFIID, 23-30kDa subunit",86,135,<a href='https://pfam.xfam.org/family/PF03540' target='_blank'>PF03540</a>,<a href='https://www.yeastgenome.org/locus/YDR167W/protein' target='_blank'>YDR167W</a>
YDR168W,CDC37,PF03234,"Cdc37 N terminal kinase binding; Cdc37, N-terminal domain",3,126,<a href='https://pfam.xfam.org/family/PF03234' target='_blank'>PF03234</a>,<a href='https://www.yeastgenome.org/locus/YDR168W/protein' target='_blank'>YDR168W</a>
YDR168W,CDC37,PF08564,"Cdc37 C terminal domain; Cdc37, C-terminal",389,477,<a href='https://pfam.xfam.org/family/PF08564' target='_blank'>PF08564</a>,<a href='https://www.yeastgenome.org/locus/YDR168W/protein' target='_blank'>YDR168W</a>
YDR168W,CDC37,PF08565,"Cdc37 Hsp90 binding domain; Cdc37, Hsp90 binding",240,364,<a href='https://pfam.xfam.org/family/PF08565' target='_blank'>PF08565</a>,<a href='https://www.yeastgenome.org/locus/YDR168W/protein' target='_blank'>YDR168W</a>
YDR169C,STB3,PF10330,Putative Sin3 binding protein; Sin3 binding protein,43,121,<a href='https://pfam.xfam.org/family/PF10330' target='_blank'>PF10330</a>,<a href='https://www.yeastgenome.org/locus/YDR169C/protein' target='_blank'>YDR169C</a>
YDR170C,SEC7,PF16213,"Dimerisation and cyclophilin-binding domain of Mon2; Mon2, dimerisation and cyclophilin-binding domain",226,426,<a href='https://pfam.xfam.org/family/PF16213' target='_blank'>PF16213</a>,<a href='https://www.yeastgenome.org/locus/YDR170C/protein' target='_blank'>YDR170C</a>
YDR170C,SEC7,PF09324,"Domain of unknown function (DUF1981); Sec7, C-terminal",1369,1447,<a href='https://pfam.xfam.org/family/PF09324' target='_blank'>PF09324</a>,<a href='https://www.yeastgenome.org/locus/YDR170C/protein' target='_blank'>YDR170C</a>
YDR170C,SEC7,PF01369,Sec7 domain; Sec7 domain,827,1010,<a href='https://pfam.xfam.org/family/PF01369' target='_blank'>PF01369</a>,<a href='https://www.yeastgenome.org/locus/YDR170C/protein' target='_blank'>YDR170C</a>
YDR170C,SEC7,PF12783,"Guanine nucleotide exchange factor in Golgi transport N-terminal; Guanine nucleotide exchange factor, N-terminal",497,663,<a href='https://pfam.xfam.org/family/PF12783' target='_blank'>PF12783</a>,<a href='https://www.yeastgenome.org/locus/YDR170C/protein' target='_blank'>YDR170C</a>
YDR171W,HSP42,PF00011,Hsp20/alpha crystallin family; Alpha crystallin/Hsp20 domain,249,355,<a href='https://pfam.xfam.org/family/PF00011' target='_blank'>PF00011</a>,<a href='https://www.yeastgenome.org/locus/YDR171W/protein' target='_blank'>YDR171W</a>
YDR172W,SUP35,PF00009,Elongation factor Tu GTP binding domain; Translational (tr)-type GTP-binding domain,259,477,<a href='https://pfam.xfam.org/family/PF00009' target='_blank'>PF00009</a>,<a href='https://www.yeastgenome.org/locus/YDR172W/protein' target='_blank'>YDR172W</a>
YDR172W,SUP35,PF03143,"Elongation factor Tu C-terminal domain; Translation elongation factor EFTu/EF1A, C-terminal",575,683,<a href='https://pfam.xfam.org/family/PF03143' target='_blank'>PF03143</a>,<a href='https://www.yeastgenome.org/locus/YDR172W/protein' target='_blank'>YDR172W</a>
YDR172W,SUP35,PF03144,"Elongation factor Tu domain 2; Translation elongation factor EFTu-like, domain 2",502,570,<a href='https://pfam.xfam.org/family/PF03144' target='_blank'>PF03144</a>,<a href='https://www.yeastgenome.org/locus/YDR172W/protein' target='_blank'>YDR172W</a>
YDR173C,ARG82,PF03770,Inositol polyphosphate kinase; Inositol polyphosphate kinase,114,352,<a href='https://pfam.xfam.org/family/PF03770' target='_blank'>PF03770</a>,<a href='https://www.yeastgenome.org/locus/YDR173C/protein' target='_blank'>YDR173C</a>
YDR174W,HMO1,PF00505,HMG (high mobility group) box; High mobility group box domain,106,178,<a href='https://pfam.xfam.org/family/PF00505' target='_blank'>PF00505</a>,<a href='https://www.yeastgenome.org/locus/YDR174W/protein' target='_blank'>YDR174W</a>
YDR175C,RSM24,PF10213,"Mitochondrial ribosomal subunit protein; Ribosomal protein S24/S35, mitochondrial, conserved domain",171,299,<a href='https://pfam.xfam.org/family/PF10213' target='_blank'>PF10213</a>,<a href='https://www.yeastgenome.org/locus/YDR175C/protein' target='_blank'>YDR175C</a>
YDR176W,NGG1,PF10198,Histone acetyltransferases subunit 3; Histone acetyltransferases subunit 3,506,649,<a href='https://pfam.xfam.org/family/PF10198' target='_blank'>PF10198</a>,<a href='https://www.yeastgenome.org/locus/YDR176W/protein' target='_blank'>YDR176W</a>
YDR177W,UBC1,PF00179,Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2,6,142,<a href='https://pfam.xfam.org/family/PF00179' target='_blank'>PF00179</a>,<a href='https://www.yeastgenome.org/locus/YDR177W/protein' target='_blank'>YDR177W</a>
YDR177W,UBC1,PF09288,"Fungal ubiquitin-associated domain; Ubiquitin-conjugating enzyme, C-terminal fungi",161,215,<a href='https://pfam.xfam.org/family/PF09288' target='_blank'>PF09288</a>,<a href='https://www.yeastgenome.org/locus/YDR177W/protein' target='_blank'>YDR177W</a>
YDR178W,SDH4,PF05328,"CybS, succinate dehydrogenase cytochrome B small subunit",36,167,<a href='https://pfam.xfam.org/family/PF05328' target='_blank'>PF05328</a>,<a href='https://www.yeastgenome.org/locus/YDR178W/protein' target='_blank'>YDR178W</a>
YDR179W-A,NVJ3,PF02194,PXA domain; Phox-associated domain,98,182,<a href='https://pfam.xfam.org/family/PF02194' target='_blank'>PF02194</a>,<a href='https://www.yeastgenome.org/locus/YDR179W-A/protein' target='_blank'>YDR179W-A</a>
YDR180W,SCC2,PF12765,HEAT repeat associated with sister chromatid cohesion; HEAT repeat associated with sister chromatid cohesion protein,721,762,<a href='https://pfam.xfam.org/family/PF12765' target='_blank'>PF12765</a>,<a href='https://www.yeastgenome.org/locus/YDR180W/protein' target='_blank'>YDR180W</a>
YDR180W,SCC2,PF12830,Sister chromatid cohesion C-terminus; Sister chromatid cohesion C-terminal domain,1205,1385,<a href='https://pfam.xfam.org/family/PF12830' target='_blank'>PF12830</a>,<a href='https://www.yeastgenome.org/locus/YDR180W/protein' target='_blank'>YDR180W</a>
YDR181C,SAS4,PF15460,"Something about silencing, SAS, complex subunit 4; Something about silencing protein 4 domain",124,220,<a href='https://pfam.xfam.org/family/PF15460' target='_blank'>PF15460</a>,<a href='https://www.yeastgenome.org/locus/YDR181C/protein' target='_blank'>YDR181C</a>
YDR182W,CDC1,PF00149,"Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase domain, ApaH type",88,317,<a href='https://pfam.xfam.org/family/PF00149' target='_blank'>PF00149</a>,<a href='https://www.yeastgenome.org/locus/YDR182W/protein' target='_blank'>YDR182W</a>
YDR182W-A, ,PF13593,SBF-like CPA transporter family (DUF4137); Putative sodium bile acid cotransporter,12,66,<a href='https://pfam.xfam.org/family/PF13593' target='_blank'>PF13593</a>,<a href='https://www.yeastgenome.org/locus/YDR182W-A/protein' target='_blank'>YDR182W-A</a>
YDR183W,PLP1,PF02114,"Phosducin; Phosducin, thioredoxin-like domain",16,166,<a href='https://pfam.xfam.org/family/PF02114' target='_blank'>PF02114</a>,<a href='https://www.yeastgenome.org/locus/YDR183W/protein' target='_blank'>YDR183W</a>
YDR185C,UPS3,PF04707,PRELI-like family; PRELI/MSF1 domain,15,171,<a href='https://pfam.xfam.org/family/PF04707' target='_blank'>PF04707</a>,<a href='https://www.yeastgenome.org/locus/YDR185C/protein' target='_blank'>YDR185C</a>
YDR188W,CCT6,PF00118,TCP-1/cpn60 chaperonin family; Chaperonin Cpn60/TCP-1 family,29,537,<a href='https://pfam.xfam.org/family/PF00118' target='_blank'>PF00118</a>,<a href='https://www.yeastgenome.org/locus/YDR188W/protein' target='_blank'>YDR188W</a>
YDR189W,SLY1,PF00995,Sec1 family; Sec1-like protein,54,652,<a href='https://pfam.xfam.org/family/PF00995' target='_blank'>PF00995</a>,<a href='https://www.yeastgenome.org/locus/YDR189W/protein' target='_blank'>YDR189W</a>
YDR190C,RVB1,PF17856,"TIP49 AAA-lid domain; RuvB-like, AAA-lid domain",383,448,<a href='https://pfam.xfam.org/family/PF17856' target='_blank'>PF17856</a>,<a href='https://www.yeastgenome.org/locus/YDR190C/protein' target='_blank'>YDR190C</a>
YDR190C,RVB1,PF06068,"TIP49 P-loop domain; TIP49, P-loop domain",23,377,<a href='https://pfam.xfam.org/family/PF06068' target='_blank'>PF06068</a>,<a href='https://www.yeastgenome.org/locus/YDR190C/protein' target='_blank'>YDR190C</a>
YDR191W,HST4,PF02146,Sir2 family; Sirtuin family,100,315,<a href='https://pfam.xfam.org/family/PF02146' target='_blank'>PF02146</a>,<a href='https://www.yeastgenome.org/locus/YDR191W/protein' target='_blank'>YDR191W</a>
YDR194C,MSS116,PF00270,DEAD/DEAH box helicase; DEAD/DEAH box helicase domain,130,315,<a href='https://pfam.xfam.org/family/PF00270' target='_blank'>PF00270</a>,<a href='https://www.yeastgenome.org/locus/YDR194C/protein' target='_blank'>YDR194C</a>
YDR194C,MSS116,PF00271,"Helicase conserved C-terminal domain; Helicase, C-terminal",360,471,<a href='https://pfam.xfam.org/family/PF00271' target='_blank'>PF00271</a>,<a href='https://www.yeastgenome.org/locus/YDR194C/protein' target='_blank'>YDR194C</a>
YDR196C,CAB5,PF01121,Dephospho-CoA kinase; Dephospho-CoA kinase,2,187,<a href='https://pfam.xfam.org/family/PF01121' target='_blank'>PF01121</a>,<a href='https://www.yeastgenome.org/locus/YDR196C/protein' target='_blank'>YDR196C</a>
YDR197W,CBS2,PF08546,"Ketopantoate reductase PanE/ApbA C terminal; Ketopantoate reductase, C-terminal domain",245,376,<a href='https://pfam.xfam.org/family/PF08546' target='_blank'>PF08546</a>,<a href='https://www.yeastgenome.org/locus/YDR197W/protein' target='_blank'>YDR197W</a>
YDR200C,VPS64,PF00498,FHA domain; Forkhead-associated (FHA) domain,218,273,<a href='https://pfam.xfam.org/family/PF00498' target='_blank'>PF00498</a>,<a href='https://www.yeastgenome.org/locus/YDR200C/protein' target='_blank'>YDR200C</a>
YDR201W,SPC19,PF08287,Spc19; DASH complex subunit Spc19,5,160,<a href='https://pfam.xfam.org/family/PF08287' target='_blank'>PF08287</a>,<a href='https://www.yeastgenome.org/locus/YDR201W/protein' target='_blank'>YDR201W</a>
YDR202C,RAV2,PF10259,Rogdi leucine zipper containing protein; RAVE subunit 2/Rogdi,26,341,<a href='https://pfam.xfam.org/family/PF10259' target='_blank'>PF10259</a>,<a href='https://www.yeastgenome.org/locus/YDR202C/protein' target='_blank'>YDR202C</a>
YDR204W,COQ4,PF05019,Coenzyme Q (ubiquinone) biosynthesis protein Coq4; Ubiquinone biosynthesis protein Coq4,84,305,<a href='https://pfam.xfam.org/family/PF05019' target='_blank'>PF05019</a>,<a href='https://www.yeastgenome.org/locus/YDR204W/protein' target='_blank'>YDR204W</a>
YDR205W,MSC2,PF01545,Cation efflux family; Cation efflux protein,390,585,<a href='https://pfam.xfam.org/family/PF01545' target='_blank'>PF01545</a>,<a href='https://www.yeastgenome.org/locus/YDR205W/protein' target='_blank'>YDR205W</a>
YDR206W,EBS1,PF10373,"Est1 DNA/RNA binding domain; DNA/RNA-binding domain, Est1-type",229,515,<a href='https://pfam.xfam.org/family/PF10373' target='_blank'>PF10373</a>,<a href='https://www.yeastgenome.org/locus/YDR206W/protein' target='_blank'>YDR206W</a>
YDR206W,EBS1,PF10374,Telomerase activating protein Est1; Telomerase activating protein Est1,80,213,<a href='https://pfam.xfam.org/family/PF10374' target='_blank'>PF10374</a>,<a href='https://www.yeastgenome.org/locus/YDR206W/protein' target='_blank'>YDR206W</a>
YDR207C,UME6,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain,769,803,<a href='https://pfam.xfam.org/family/PF00172' target='_blank'>PF00172</a>,<a href='https://www.yeastgenome.org/locus/YDR207C/protein' target='_blank'>YDR207C</a>
YDR208W,MSS4,PF01504,"Phosphatidylinositol-4-phosphate 5-Kinase; Phosphatidylinositol-4-phosphate 5-kinase, core",469,754,<a href='https://pfam.xfam.org/family/PF01504' target='_blank'>PF01504</a>,<a href='https://www.yeastgenome.org/locus/YDR208W/protein' target='_blank'>YDR208W</a>
YDR210W, ,PF12734,Cysteine-rich TM module stress tolerance; Cysteine-rich transmembrane CYSTM domain,32,73,<a href='https://pfam.xfam.org/family/PF12734' target='_blank'>PF12734</a>,<a href='https://www.yeastgenome.org/locus/YDR210W/protein' target='_blank'>YDR210W</a>
YDR211W,GCD6,PF02020,eIF4-gamma/eIF5/eIF2-epsilon; W2 domain,633,710,<a href='https://pfam.xfam.org/family/PF02020' target='_blank'>PF02020</a>,<a href='https://www.yeastgenome.org/locus/YDR211W/protein' target='_blank'>YDR211W</a>
YDR211W,GCD6,PF00132,Bacterial transferase hexapeptide (six repeats); Hexapeptide repeat,331,361,<a href='https://pfam.xfam.org/family/PF00132' target='_blank'>PF00132</a>,<a href='https://www.yeastgenome.org/locus/YDR211W/protein' target='_blank'>YDR211W</a>
YDR211W,GCD6,PF00132,Bacterial transferase hexapeptide (six repeats); Hexapeptide repeat,382,420,<a href='https://pfam.xfam.org/family/PF00132' target='_blank'>PF00132</a>,<a href='https://www.yeastgenome.org/locus/YDR211W/protein' target='_blank'>YDR211W</a>
YDR211W,GCD6,PF00483,Nucleotidyl transferase; Nucleotidyl transferase domain,30,156,<a href='https://pfam.xfam.org/family/PF00483' target='_blank'>PF00483</a>,<a href='https://www.yeastgenome.org/locus/YDR211W/protein' target='_blank'>YDR211W</a>
YDR212W,TCP1,PF00118,TCP-1/cpn60 chaperonin family; Chaperonin Cpn60/TCP-1 family,36,546,<a href='https://pfam.xfam.org/family/PF00118' target='_blank'>PF00118</a>,<a href='https://www.yeastgenome.org/locus/YDR212W/protein' target='_blank'>YDR212W</a>
YDR213W,UPC2,PF11951,Fungal specific transcription factor domain; Fungal transcription factor,612,749,<a href='https://pfam.xfam.org/family/PF11951' target='_blank'>PF11951</a>,<a href='https://www.yeastgenome.org/locus/YDR213W/protein' target='_blank'>YDR213W</a>
YDR213W,UPC2,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain,50,82,<a href='https://pfam.xfam.org/family/PF00172' target='_blank'>PF00172</a>,<a href='https://www.yeastgenome.org/locus/YDR213W/protein' target='_blank'>YDR213W</a>
YDR214W,AHA1,PF08327,Activator of Hsp90 ATPase homolog 1-like protein; Activator of Hsp90 ATPase homologue 1-like,223,341,<a href='https://pfam.xfam.org/family/PF08327' target='_blank'>PF08327</a>,<a href='https://www.yeastgenome.org/locus/YDR214W/protein' target='_blank'>YDR214W</a>
YDR214W,AHA1,PF09229,"Activator of Hsp90 ATPase, N-terminal; Activator of Hsp90 ATPase, N-terminal",13,150,<a href='https://pfam.xfam.org/family/PF09229' target='_blank'>PF09229</a>,<a href='https://www.yeastgenome.org/locus/YDR214W/protein' target='_blank'>YDR214W</a>
YDR216W,ADR1,PF00096,"Zinc finger, C2H2 type; Zinc finger C2H2-type",104,126,<a href='https://pfam.xfam.org/family/PF00096' target='_blank'>PF00096</a>,<a href='https://www.yeastgenome.org/locus/YDR216W/protein' target='_blank'>YDR216W</a>
YDR216W,ADR1,PF00096,"Zinc finger, C2H2 type; Zinc finger C2H2-type",132,155,<a href='https://pfam.xfam.org/family/PF00096' target='_blank'>PF00096</a>,<a href='https://www.yeastgenome.org/locus/YDR216W/protein' target='_blank'>YDR216W</a>
YDR217C,RAD9,PF00533,BRCA1 C Terminus (BRCT) domain; BRCT domain,995,1109,<a href='https://pfam.xfam.org/family/PF00533' target='_blank'>PF00533</a>,<a href='https://www.yeastgenome.org/locus/YDR217C/protein' target='_blank'>YDR217C</a>
YDR217C,RAD9,PF08605,"Fungal Rad9-like Rad53-binding; Rad9-like Rad53-binding domain, fungi",772,900,<a href='https://pfam.xfam.org/family/PF08605' target='_blank'>PF08605</a>,<a href='https://www.yeastgenome.org/locus/YDR217C/protein' target='_blank'>YDR217C</a>
YDR218C,SPR28,PF00735,Septin; Septin-type guanine nucleotide-binding (G) domain,28,346,<a href='https://pfam.xfam.org/family/PF00735' target='_blank'>PF00735</a>,<a href='https://www.yeastgenome.org/locus/YDR218C/protein' target='_blank'>YDR218C</a>
